-0.1995	0.1889
0.1889	0.1478
0.1478	-0.3354
-0.425	-0.3055
-0.3055	0.0832
-0.3614	0.3382
0.3382	0.3374
0.3374	-0.3337
-0.3337	-0.2214
0.5253	0.1697
0.1697	0.2477
-0.452	-0.5333
-0.5333	0.0227
0.2599	0.5242
0.5242	0.2855
0.2855	0.6726
0.6805	-0.0016
-0.0016	0.6433
-0.5494	0.3118
0.3118	-0.7221
-0.1751	0.0372
0.0372	0.0481
-0.0029	-0.5565
-0.5565	0.4456
-0.5554	-0.4033
-0.4033	-0.6046
0.1196	-0.1124
-0.5287	-0.0281
-0.0281	-0.3407
-0.3788	0.3478
0.3478	-8E-4
-8E-4	-0.3522
-0.1149	-0.3681
-0.3681	-0.134
-0.6263	-0.4412
-0.4412	-0.3345
-0.2642	-0.1981
-0.1981	-0.3791
0.2811	-0.626
-0.626	-0.4893
0.8576	0.0068
0.0068	0.2148
0.2148	0.2386
0.1453	-0.1714
-0.1714	0.0837
0.0837	-0.1955
-0.1179	-0.1544
-0.1544	0.2569
-0.0665	0.1716
0.1716	0.1581
-0.3074	-0.2576
-0.2576	-0.4285
-0.0503	0.6697
0.6697	0.179
0.5263	0.6525
0.6525	0.5764
0.1946	0.474
0.474	0.5535
0.4797	0.2716
0.2716	-0.3071
0.1398	-0.0789
-0.0789	-0.0131
0.3842	-0.3866
-0.3866	-0.3828
-0.0803	-0.3878
-0.3878	-0.4272
-0.3304	-0.6056
-0.6046	0.3231
0.3231	-0.3684
-0.4941	-0.7291
-0.7291	-0.7074
-0.0651	-0.2031
-0.2031	-0.6008
-0.4217	-0.2595
-0.2595	-0.0886
-0.2023	-0.3233
-0.3233	-0.3881
-0.62	0.2071
0.2071	0.0999
-0.5325	-0.4857
-0.4857	-0.3675
-0.7208	-0.1572
-0.1572	-0.1169
0.7924	0.7515
0.7515	0.8363
-0.4166	-0.3096
-0.3096	-0.4698
-0.3362	-0.7339
-0.7339	-0.8037
0.5762	0.6944
0.6944	0.5932
0.5932	0.5194
0.5194	-0.7987
-0.7642	-0.4532
-0.4532	0.3437
0.8636	-0.5236
-0.5236	-0.5538
-0.4278	0.7245
0.7245	0.3378
-0.1082	-0.0455
-0.0396	-0.3833
-0.3833	0.1353
0.3915	-0.5145
-0.5145	-0.0261
-0.5419	-0.3398
-0.3398	-0.066
0.6304	-0.5686
0.3001	-0.1874
-0.1874	0.4168
0.0109	0.6924
0.6924	0.1021
-0.6664	0.5901
0.5901	0.631
-0.4691	-0.2771
-0.2771	0.2268
0.0933	0.3905
0.3905	0.5818
0.5818	-0.009
-0.009	-0.105
-0.105	-0.6107
-0.6107	-0.3298
0.3168	-0.2386
-0.2386	-0.3012
0.4097	0.3322
-0.0061	-0.4637
-0.4637	0.1835
0.1835	-0.0876
-0.8032	-0.3907
-0.3907	-0.0725
-0.6255	-0.087
-0.087	-0.1428
-0.1428	-0.6474
-0.6474	-0.4974
0.7673	-0.2986
-0.2986	0.0595
-0.1261	-0.2492
-0.2492	0.311
0.1806	0.0458
0.0458	-0.386
0.3379	0.1561
0.1561	-0.2911
0.0373	-0.2464
-0.2464	0.4989
0.4989	0.3918
-0.0924	-0.449
-0.449	-0.0716
0.0161	0.346
0.346	0.2911
0.2407	-0.0828
-0.0828	0.0865
0.1341	-0.0711
-0.0711	-0.1246
-0.1246	0.1077
-0.5648	-0.7891
-0.7891	0.2468
0.4252	-0.3508
-0.3508	0.0337
-0.6923	0.0567
0.0567	-0.4349
0.2589	0.7916
0.7916	-0.0077
0.3354	-0.1388
-0.1388	0.273
0.2683	-0.4545
-0.4545	-0.2541
0.5665	-0.5281
-0.5281	-0.5253
0.7537	0.8193
0.8193	0.5797
-0.0543	-0.6029
-0.6029	-0.6159
-0.6792	-0.3169
-0.3169	0.2624
-0.3003	-0.3665
-0.3665	-0.5282
-0.1747	-0.0567
-0.0567	-0.4015
0.2483	0.4829
0.4829	-0.0385
0.121	-0.7491
-0.7491	-0.4475
